disclosure_id,tx_id,disclosed_at,disclosed_fee,disclosed_fx_rate,disclosed_receive_amount,disclosed_delivery_window,receipt_sent_at,cancellation_deadline,created_at
DSC_58FD3CCFCDD6,TXN_2A4BAA7656CE,2025-04-27T13:22:12.213307,4.76,58.101619,9462.43,Within 24 hours,2025-04-28T02:59:15.091579,2025-04-27T13:57:12.213307,2026-03-24 16:14:12
DSC_9F2DE9BD409D,TXN_7C644685C130,2025-12-30T20:32:12.213307,5.97,166.054014,185384.36,Within 24 hours,2025-12-31T19:18:04.389463,2025-12-30T21:03:12.213307,2026-03-24 16:14:12
DSC_2CCB7F36967D,TXN_80D10274BBAE,2026-01-24T15:25:12.213307,3.51,82.63377,90084.86,Within 2 hours,2026-01-24T17:04:21.128734,2026-01-24T15:56:12.213307,2026-03-24 16:14:12
DSC_0AD9052678D8,TXN_6B7A7DD20973,2025-11-13T15:22:12.213307,5.45,167.545227,215560.34,Within 24 hours,2025-11-14T10:27:11.421370,2025-11-13T16:01:12.213307,2026-03-24 16:14:12
DSC_65203A69F619,TXN_6117E91E23DF,2025-12-13T19:38:12.213307,5.44,2052.012411,496484.4,Within 1 hour,2025-12-13T20:49:34.497457,2025-12-13T20:16:12.213307,2026-03-24 16:14:12
DSC_D5B22A93E5DC,TXN_74DA7CD3FCF2,2025-12-06T20:18:12.213307,2.3,83.068818,83073.8,Within 2 hours,,2025-12-06T20:56:12.213307,2026-03-24 16:14:12
DSC_B77C7C5293D7,TXN_65F45DE414DF,2025-08-10T03:44:12.213307,2.85,18.149721,8408.58,Within 1 hour,,2025-08-10T04:21:12.213307,2026-03-24 16:14:12
DSC_CF56E88D674D,TXN_EFE5242913C4,2025-07-10T23:23:12.213307,5.46,168.546074,11161.12,Within 15 minutes,,2025-07-11T00:03:12.213307,2026-03-24 16:14:12
DSC_E395CE7B1204,TXN_7EEEC919905C,2025-10-02T06:16:12.213307,7.23,2045.012655,3864174.11,Within 1 hour,2025-10-02T07:03:30.406871,2025-10-02T06:50:12.213307,2026-03-24 16:14:12
DSC_82FCE8B94BEF,TXN_8AFEFE11C575,2025-12-05T16:50:12.213307,4.6,167.064621,196240.79,Within 24 hours,,2025-12-05T17:21:12.213307,2026-03-24 16:14:12
DSC_64B3DC69028B,TXN_04D8E9E19011,2025-08-13T17:19:12.213307,5.97,57.877921,33396.14,Within 24 hours,,2025-08-13T17:59:12.213307,2026-03-24 16:14:12
DSC_0E686925ADA3,TXN_F8BE65E325A9,2025-09-29T06:30:12.213307,3.18,171.584407,324660,Within 15 minutes,2025-09-29T06:55:46.495750,2025-09-29T07:05:12.213307,2026-03-24 16:14:12
DSC_C08310622FD6,TXN_F194A2DA93C7,2026-02-17T23:53:12.213307,5.77,166.006952,124017.15,Within 24 hours,2026-02-18T09:36:14.445426,2026-02-18T00:32:12.213307,2026-03-24 16:14:12
DSC_850CF7BCA358,TXN_20C92887E81D,2026-01-03T06:29:12.213307,3.86,17.709754,8741.53,Within 1 hour,,2026-01-03T07:02:12.213307,2026-03-24 16:14:12
DSC_072245A27581,TXN_BE348B1190D0,2025-05-21T05:07:12.213307,4.09,57.61556,101280.66,Within 30 minutes,,2025-05-21T05:45:12.213307,2026-03-24 16:14:12
DSC_BB005494EEEF,TXN_B9D399AD1E68,2025-09-06T02:15:12.213307,4.13,17.62287,12269.57,Within 1 hour,2025-09-06T02:53:08.830926,2025-09-06T02:51:12.213307,2026-03-24 16:14:12
DSC_2312268AAC39,TXN_BA18456AD82B,2025-07-16T22:40:12.213307,3.44,166.65933,16185.95,Within 24 hours,2025-07-17T12:20:48.119652,2025-07-16T23:17:12.213307,2026-03-24 16:14:12
DSC_65A699FA5028,TXN_1C52ED0FA556,2025-10-02T23:05:12.213307,4.61,2043.904748,1831032.07,Within 2 business days,2025-10-03T18:03:13.338833,2025-10-02T23:41:12.213307,2026-03-24 16:14:12
DSC_21CABB0F8C70,TXN_5AB63A06AE30,2026-01-25T02:44:12.213307,5.11,2065.813394,1168589.32,Within 2 business days,2026-01-27T00:24:06.515066,2026-01-25T03:16:12.213307,2026-03-24 16:14:12
DSC_E2E6AA63C33C,TXN_6558699F16A7,2025-05-24T15:29:12.213307,4.38,2070.047016,1771132.23,Within 2 business days,,2025-05-24T16:00:12.213307,2026-03-24 16:14:12
DSC_7BF5AF28346F,TXN_AE110B5D8FA2,2025-10-04T13:46:12.213307,7.3,2055.856111,743171.43,Within 1 hour,2025-10-04T14:33:44.168578,2025-10-04T14:17:12.213307,2026-03-24 16:14:12
DSC_B1580EE055BF,TXN_B71A9F75A4CB,2026-02-08T04:19:12.213307,2.68,17.897228,24463.72,Within 1 hour,2026-02-08T05:33:24.828824,2026-02-08T04:59:12.213307,2026-03-24 16:14:12
DSC_64E903306AA0,TXN_598ED0B07AED,2025-11-12T08:26:12.213307,1.99,83.38772,51158.37,Within 2 hours,,2025-11-12T08:58:12.213307,2026-03-24 16:14:12
DSC_0EC3D39E4AD6,TXN_D30D134B525D,2026-02-21T12:11:12.213307,1.82,84.571367,3658.56,Within 2 hours,2026-02-21T14:18:53.496533,2026-02-21T12:48:12.213307,2026-03-24 16:14:12
DSC_1C02845EB2B0,TXN_93CC9FB21CC2,2025-07-27T13:49:12.213307,5.09,2086.761404,3623097.75,Within 1 hour,2025-07-27T15:10:48.128622,2025-07-27T14:29:12.213307,2026-03-24 16:14:12
DSC_FCAD020059EF,TXN_CAED22A73B63,2025-08-04T19:49:12.213307,4.81,17.794708,15510.94,Within 1 hour,2025-08-04T20:29:31.321262,2025-08-04T20:21:12.213307,2026-03-24 16:14:12
DSC_4F192F3F4E92,TXN_B9A6A2873703,2025-11-05T00:05:12.213307,2.76,81.845367,12165.5,Within 2 hours,2025-11-05T02:07:21.270603,2025-11-05T00:38:12.213307,2026-03-24 16:14:12
DSC_DD4D40D6AEB1,TXN_DE3F48A93FE1,2025-03-29T12:54:12.213307,3.32,18.148661,30724.59,Within 4 hours,,2025-03-29T13:26:12.213307,2026-03-24 16:14:12
DSC_0C43AFF7C8F4,TXN_404F5A011E21,2025-09-19T04:14:12.213307,6.76,2049.05405,71798.85,Within 2 business days,2025-09-19T21:50:31.197981,2025-09-19T04:51:12.213307,2026-03-24 16:14:12
DSC_E484FBBAE205,TXN_7F7D1A599A7C,2025-09-03T14:05:12.213307,7.12,2050.238281,1804804.26,Within 2 business days,2025-09-04T14:59:21.173157,2025-09-03T14:41:12.213307,2026-03-24 16:14:12
DSC_B7EA209EF299,TXN_B660E2A8276C,2025-10-07T02:36:12.213307,2.01,85.029317,10972.18,Within 2 hours,2025-10-07T04:03:46.753316,2025-10-07T03:09:12.213307,2026-03-24 16:14:12
DSC_31AAAD455DA9,TXN_2950EC5617D6,2025-11-28T02:45:12.213307,2.54,82.590492,65846.92,Within 2 hours,2025-11-28T04:03:48.284199,2025-11-28T03:18:12.213307,2026-03-24 16:14:12
DSC_3A9AE41A59D1,TXN_567B5DEDA856,2026-01-01T18:23:12.213307,4.9,57.157744,82366.02,Within 24 hours,2026-01-02T15:53:18.132569,2026-01-01T19:01:12.213307,2026-03-24 16:14:12
DSC_9DF446E9036B,TXN_E4FAE202C658,2025-09-14T01:01:12.213307,2.43,18.174988,35133.52,Within 4 hours,2025-09-14T04:25:12.146128,2025-09-14T01:37:12.213307,2026-03-24 16:14:12
DSC_EC07EB40E3BA,TXN_97F6E6C9D9F2,2025-10-20T17:46:12.213307,6.16,2039.985334,1017157.09,Within 1 hour,2025-10-20T18:56:31.523321,2025-10-20T18:23:12.213307,2026-03-24 16:14:12
DSC_4071A2A1B95C,TXN_592B3BA12D9B,2025-06-23T16:57:12.213307,3.21,18.020583,34276.59,Within 4 hours,2025-06-23T19:05:35.828260,2025-06-23T17:30:12.213307,2026-03-24 16:14:12
DSC_117313B68CA1,TXN_AD81536C49BD,2026-01-14T04:24:12.213307,4.59,2013.111984,3661065.59,Within 1 hour,2026-01-14T05:23:50.707593,2026-01-14T05:02:12.213307,2026-03-24 16:14:12
DSC_B5C3C3EB34CA,TXN_947B6477E0A3,2025-05-06T18:55:12.213307,4.29,167.857773,288790.91,Within 15 minutes,2025-05-06T19:22:27.489052,2025-05-06T19:34:12.213307,2026-03-24 16:14:12
DSC_708F4E11535D,TXN_D172E7D7531C,2025-08-15T14:01:12.213307,3.38,17.853687,29891.36,Within 1 hour,2025-08-15T14:57:17.971862,2025-08-15T14:34:12.213307,2026-03-24 16:14:12
DSC_B32A56D60AB1,TXN_182757514287,2025-12-29T00:09:12.213307,3.6,58.001937,82973.51,Within 24 hours,,2025-12-29T00:44:12.213307,2026-03-24 16:14:12
DSC_FC3D79CC1772,TXN_B0FF69FA2865,2025-11-08T10:51:12.213307,1.56,83.733898,3947.22,Within 2 hours,2025-11-08T12:30:28.101829,2025-11-08T11:24:12.213307,2026-03-24 16:14:12
DSC_BC699639C4E6,TXN_9BF26F1ABF58,2026-02-07T19:50:12.213307,3.96,168.927637,203282.45,Within 24 hours,2026-02-08T08:47:16.087903,2026-02-07T20:23:12.213307,2026-03-24 16:14:12
DSC_BCBEE580349D,TXN_1617108EC4A9,2025-08-06T13:09:12.213307,3.24,81.771931,38286.44,Within 2 hours,2025-08-06T14:51:54.092362,2025-08-06T13:47:12.213307,2026-03-24 16:14:12
DSC_B1DFC0098603,TXN_9BE3018C727B,2025-07-11T21:50:12.213307,4.65,56.55409,23329.69,Within 24 hours,2025-07-12T13:27:35.571753,2025-07-11T22:23:12.213307,2026-03-24 16:14:12
DSC_A081434FC3E7,TXN_634C70F47AF6,2025-12-11T20:40:12.213307,4.81,17.500108,29666.53,Within 4 hours,2025-12-12T00:38:42.539305,2025-12-11T21:17:12.213307,2026-03-24 16:14:12
DSC_F66770C2ECE2,TXN_B3EF7D1EAE5F,2025-09-13T15:32:12.213307,5.72,2086.507993,1859057.76,Within 2 business days,2025-09-14T18:52:49.231517,2025-09-13T16:07:12.213307,2026-03-24 16:14:12
DSC_B5F88A693F5A,TXN_5A6C4054DC22,2025-04-18T22:31:12.213307,2.12,82.028785,106712.07,Within 2 hours,,2025-04-18T23:07:12.213307,2026-03-24 16:14:12
DSC_E4DB7A58AB5F,TXN_2D1E37AC22B4,2025-10-04T07:34:12.213307,5.81,57.82114,47154.3,Within 30 minutes,2025-10-04T08:06:32.375825,2025-10-04T08:13:12.213307,2026-03-24 16:14:12
DSC_4E42795BF178,TXN_76487008E1F5,2025-11-29T17:14:12.213307,6.63,2028.925871,2618004.21,Within 1 hour,2025-11-29T18:21:42.630609,2025-11-29T17:54:12.213307,2026-03-24 16:14:12
DSC_6280F3865001,TXN_8D0D13E4F173,2025-10-30T07:52:12.213307,6.55,2060.336634,1876101.33,Within 1 hour,2025-10-30T08:43:46.452436,2025-10-30T08:24:12.213307,2026-03-24 16:14:12
DSC_B93B92F4CEEA,TXN_5DEF522D0BB0,2026-01-18T04:28:12.213307,4.82,171.306327,60051.43,Within 15 minutes,,2026-01-18T05:02:12.213307,2026-03-24 16:14:12
DSC_7814F74E480B,TXN_3D109430325D,2025-04-14T02:25:12.213307,4.92,2036.769784,1466942.7,Within 2 business days,2025-04-15T23:47:19.427969,2025-04-14T02:57:12.213307,2026-03-24 16:14:12
DSC_0ED3CE3129C7,TXN_E873BC57334C,2026-02-07T16:33:12.213307,3.08,56.623417,103847.35,Within 1 hour,2026-02-07T17:28:57.599017,2026-02-07T17:07:12.213307,2026-03-24 16:14:12
DSC_1131F166D663,TXN_8E9A003CE881,2025-04-25T22:12:12.213307,1.95,84.901726,26314.44,Within 2 hours,2025-04-25T23:12:08.017768,2025-04-25T22:48:12.213307,2026-03-24 16:14:12
DSC_58870E9431BF,TXN_3DF1424DAD50,2025-04-08T03:17:12.213307,6.75,2065.181436,2243014.21,Within 1 hour,2025-04-08T04:44:32.464945,2025-04-08T03:57:12.213307,2026-03-24 16:14:12
DSC_BE7C643F3679,TXN_64E67A95B460,2025-06-28T05:27:12.213307,4.77,57.337479,112470.33,Within 1 hour,2025-06-28T06:01:41.781966,2025-06-28T05:58:12.213307,2026-03-24 16:14:12
DSC_3811302804DD,TXN_F54AB8A10E83,2025-04-08T20:28:12.213307,3.71,18.095368,3274.9,Within 4 hours,2025-04-08T22:04:12.122165,2025-04-08T21:02:12.213307,2026-03-24 16:14:12
DSC_D94EFE93FE91,TXN_E65CA38DAF64,2026-01-10T04:09:12.213307,4.99,168.947175,97360.88,Within 15 minutes,2026-01-10T04:40:00.241159,2026-01-10T04:45:12.213307,2026-03-24 16:14:12
DSC_1EED8C29C27F,TXN_E0074F7344C7,2026-03-03T04:53:12.213307,1.4,84.150646,121033.03,Within 2 hours,,2026-03-03T05:32:12.213307,2026-03-24 16:14:12
DSC_037AB2418282,TXN_1B84A7A8CDCE,2026-01-31T19:23:12.213307,7.07,2056.109983,1480830.97,Within 2 business days,,2026-01-31T19:59:12.213307,2026-03-24 16:14:12
DSC_C2E4BD9DF002,TXN_CCCD7D89BD56,2026-01-03T13:30:12.213307,5.92,56.224927,37021.87,Within 24 hours,2026-01-04T00:37:22.393334,2026-01-03T14:03:12.213307,2026-03-24 16:14:12
DSC_6AB73A4D6122,TXN_9FCDB3AE6C1D,2025-08-25T16:38:12.213307,3.95,166.645851,226610.03,Within 24 hours,2025-08-26T11:44:21.722282,2025-08-25T17:12:12.213307,2026-03-24 16:14:12
DSC_ABDC66BB4A2C,TXN_C92361CC0729,2026-02-15T01:05:12.213307,5.21,57.945385,98751.1,Within 24 hours,,2026-02-15T01:40:12.213307,2026-03-24 16:14:12
DSC_9861C9DAB206,TXN_3927CF44370C,2026-01-29T22:25:12.213307,4.26,2042.682835,2555477.93,Within 2 business days,,2026-01-29T23:02:12.213307,2026-03-24 16:14:12
DSC_B6B84E3E64DD,TXN_00521AE8C406,2025-11-20T02:41:12.213307,3.83,167.101407,13453.33,Within 24 hours,2025-11-20T14:15:57.940432,2025-11-20T03:14:12.213307,2026-03-24 16:14:12
DSC_0E46DC868075,TXN_AB8F29B82603,2025-04-22T18:23:12.213307,4.62,58.242554,30841.18,Within 30 minutes,2025-04-22T19:13:55.444441,2025-04-22T18:58:12.213307,2026-03-24 16:14:12
DSC_765FDC0034D7,TXN_0135E195E8C0,2025-04-04T18:18:12.213307,3.54,166.074516,121219.45,Within 24 hours,,2025-04-04T18:57:12.213307,2026-03-24 16:14:12
DSC_17C18C4955C1,TXN_A0D0B8748FF3,2025-04-28T00:15:12.213307,4.62,2044.394862,3409600.86,Within 1 hour,2025-04-28T01:32:06.064893,2025-04-28T00:51:12.213307,2026-03-24 16:14:12
DSC_8B5256428C8B,TXN_EDB3E122385C,2025-11-03T22:15:12.213307,3.2,57.516273,100514.86,Within 30 minutes,2025-11-03T22:50:36.563435,2025-11-03T22:50:12.213307,2026-03-24 16:14:12
DSC_DBD7F71C916B,TXN_13AE563696F0,2025-11-07T16:50:12.213307,4.35,2049.145587,3158880.87,Within 1 hour,2025-11-07T17:46:57.986271,2025-11-07T17:26:12.213307,2026-03-24 16:14:12
DSC_D528F1D75B7F,TXN_0BFC9FC49433,2025-05-04T16:32:12.213307,4.45,2032.143323,2727664.7,Within 2 business days,,2025-05-04T17:12:12.213307,2026-03-24 16:14:12
DSC_D99D8932EF76,TXN_565C2380A38F,2025-12-05T07:47:12.213307,1.39,83.741414,72734.44,Within 2 hours,2025-12-05T09:39:44.832399,2025-12-05T08:27:12.213307,2026-03-24 16:14:12
DSC_828E436656A5,TXN_8DF89374E952,2025-11-12T03:42:12.213307,5.52,57.505103,30720.38,Within 1 hour,2025-11-12T04:24:30.504480,2025-11-12T04:14:12.213307,2026-03-24 16:14:12
DSC_EAF41559108C,TXN_2B591966B529,2025-07-26T13:17:12.213307,3.85,18.192725,36014.14,Within 1 hour,2025-07-26T14:33:23.378899,2025-07-26T13:57:12.213307,2026-03-24 16:14:12
DSC_E4D965F17E89,TXN_C63CCB5832E4,2025-11-14T02:33:12.213307,2.98,17.994981,4779.83,Within 4 hours,2025-11-14T04:45:51.543159,2025-11-14T03:06:12.213307,2026-03-24 16:14:12
DSC_0B370C0C657E,TXN_22396435DF73,2025-06-08T09:47:12.213307,2.73,84.844682,131275.93,Within 2 hours,2025-06-08T11:51:13.964189,2025-06-08T10:24:12.213307,2026-03-24 16:14:12
DSC_4F9C22200977,TXN_78392AB775ED,2025-10-09T09:48:12.213307,5.1,169.480379,194251.63,Within 15 minutes,2025-10-09T10:09:54.355593,2025-10-09T10:22:12.213307,2026-03-24 16:14:12
DSC_11AC92E93296,TXN_DF11671563C9,2026-02-23T21:07:12.213307,4.93,2041.179915,2551168.72,Within 2 business days,2026-02-25T09:05:43.647846,2026-02-23T21:39:12.213307,2026-03-24 16:14:12
DSC_A1DE08EB4EF5,TXN_99B24CDBCBEE,2026-01-22T16:51:12.213307,5.51,2024.392238,1004341.48,Within 1 hour,2026-01-22T17:45:21.431507,2026-01-22T17:23:12.213307,2026-03-24 16:14:12
DSC_7AD3B3E6CEBF,TXN_657CE6869374,2025-04-25T16:03:12.213307,3.87,167.649652,187687.14,Within 24 hours,,2025-04-25T16:42:12.213307,2026-03-24 16:14:12
DSC_11519CAC8D44,TXN_B77854106142,2026-02-18T14:30:12.213307,3.01,167.470395,295935.26,Within 15 minutes,2026-02-18T14:50:07.397729,2026-02-18T15:05:12.213307,2026-03-24 16:14:12
DSC_ABC4A62FB593,TXN_BE17F57BEFEB,2025-12-26T20:06:12.213307,5.53,167.240387,46487.81,Within 15 minutes,2025-12-26T20:22:53.645981,2025-12-26T20:43:12.213307,2026-03-24 16:14:12
DSC_05D2F05CB85A,TXN_02728AB299F2,2025-05-17T03:42:12.213307,2.87,17.713933,32349.72,Within 4 hours,2025-05-17T07:19:27.416834,2025-05-17T04:15:12.213307,2026-03-24 16:14:12
DSC_B3FFA9157908,TXN_90B288E5EB63,2025-12-14T10:07:12.213307,4.43,17.709017,12904.03,Within 4 hours,2025-12-14T11:55:18.414791,2025-12-14T10:46:12.213307,2026-03-24 16:14:12
DSC_F02B2A982200,TXN_7C33684BF949,2026-02-02T15:12:12.213307,3,57.595695,13338.01,Within 30 minutes,,2026-02-02T15:48:12.213307,2026-03-24 16:14:12
DSC_BE07D56B9C11,TXN_30949D0ED982,2025-08-17T10:32:12.213307,7.29,2081.719331,2192591.7,Within 2 business days,2025-08-18T15:04:56.301290,2025-08-17T11:07:12.213307,2026-03-24 16:14:12
DSC_E98C25128F7B,TXN_A76F82C86009,2026-03-12T23:39:12.213307,5.47,2031.341302,3359777.57,Within 1 hour,2026-03-13T00:38:07.041469,2026-03-13T00:11:12.213307,2026-03-24 16:14:12
DSC_C5ACA6B671D1,TXN_3AC9FF8EEE69,2025-10-09T15:17:12.213307,4.32,170.25136,29722.48,Within 15 minutes,2025-10-09T15:36:41.877119,2025-10-09T15:52:12.213307,2026-03-24 16:14:12
DSC_291EB1EDB067,TXN_4A6F8A2AA814,2025-05-18T16:19:12.213307,6.42,2077.065548,3573508.19,Within 2 business days,2025-05-19T16:35:34.728564,2025-05-18T16:54:12.213307,2026-03-24 16:14:12
DSC_B5EF23A64AB7,TXN_029B718F0AC5,2025-08-10T08:21:12.213307,3.3,56.667223,7344.07,Within 1 hour,2025-08-10T09:24:12.889124,2025-08-10T08:52:12.213307,2026-03-24 16:14:12
DSC_42ECBD352087,TXN_3CEAC9988EB3,2025-06-20T06:57:12.213307,5.91,168.114987,320654.12,Within 15 minutes,2025-06-20T07:23:02.181796,2025-06-20T07:30:12.213307,2026-03-24 16:14:12
DSC_A9E7D1D684BA,TXN_0D5AE5D37B30,2025-05-21T21:51:12.213307,4.94,169.917022,274370.11,Within 24 hours,2025-05-22T13:22:44.447880,2025-05-21T22:31:12.213307,2026-03-24 16:14:12
DSC_8B081E3E456B,TXN_8B3D63B462E1,2026-01-02T06:11:12.213307,4.11,168.634104,149730.22,Within 15 minutes,,2026-01-02T06:42:12.213307,2026-03-24 16:14:12
DSC_19EDAC8FDC93,TXN_6BC26043DC22,2025-05-23T23:39:12.213307,2.61,17.728463,18645.56,Within 1 hour,2025-05-24T00:48:38.580005,2025-05-24T00:13:12.213307,2026-03-24 16:14:12
DSC_FD4120331AFF,TXN_673C16290E4B,2025-05-18T10:39:12.213307,7.85,2069.743975,3276073.55,Within 1 hour,2025-05-18T11:30:43.104097,2025-05-18T11:13:12.213307,2026-03-24 16:14:12
DSC_1DBC6E8211A7,TXN_DED944457EC0,2026-03-23T07:40:12.213307,5.63,2023.545841,2790935.13,Within 2 business days,,2026-03-23T08:11:12.213307,2026-03-24 16:14:12
DSC_855265F45E90,TXN_DB2BF45EB449,2025-07-30T12:40:12.213307,5.27,57.787808,4920.63,Within 24 hours,2025-07-31T06:00:53.490238,2025-07-30T13:12:12.213307,2026-03-24 16:14:12
DSC_A3B6ECCD8A7F,TXN_E2C97A7BD20E,2025-09-28T05:47:12.213307,4.27,165.747779,6553.67,Within 24 hours,2025-09-29T02:58:13.374868,2025-09-28T06:20:12.213307,2026-03-24 16:14:12
DSC_DC6968CA21BE,TXN_0F11B18D1CA7,2025-12-25T16:55:12.213307,3.6,166.197386,4362.68,Within 15 minutes,2025-12-25T17:26:30.312710,2025-12-25T17:28:12.213307,2026-03-24 16:14:12
DSC_09F0758D0B9F,TXN_785F83FB5ADD,2025-05-20T16:59:12.213307,5.1,2026.095388,3965656.24,Within 2 business days,2025-05-22T02:27:03.378498,2025-05-20T17:31:12.213307,2026-03-24 16:14:12
DSC_9A5904EF284C,TXN_8DB5622FF29B,2026-03-17T06:14:12.213307,3.47,18.127011,2065.75,Within 1 hour,,2026-03-17T06:54:12.213307,2026-03-24 16:14:12
DSC_4598E59F1B37,TXN_40A08396C91A,2026-02-13T21:01:12.213307,7.67,2040.040415,622273.53,Within 2 business days,2026-02-14T20:21:16.592335,2026-02-13T21:37:12.213307,2026-03-24 16:14:12
DSC_6FC6AADAD105,TXN_4C061FA97C65,2026-03-21T14:04:12.213307,4.29,2047.445782,3073605.13,Within 1 hour,,2026-03-21T14:39:12.213307,2026-03-24 16:14:12
DSC_504CD7181C0E,TXN_1943A0D93F67,2025-12-17T00:55:12.213307,1.06,81.944266,70858.03,Within 2 hours,2025-12-17T02:55:03.042959,2025-12-17T01:31:12.213307,2026-03-24 16:14:12
DSC_61E94A4B9876,TXN_E8568A778141,2025-09-30T11:08:12.213307,4.39,17.529834,20896.09,Within 1 hour,,2025-09-30T11:44:12.213307,2026-03-24 16:14:12
DSC_7B7BB16D9731,TXN_49809F2AEB6E,2025-10-15T13:52:12.213307,4.08,17.628533,19613.51,Within 4 hours,2025-10-15T15:16:20.065372,2025-10-15T14:25:12.213307,2026-03-24 16:14:12
DSC_2EC879DFED80,TXN_06DB23F7C6EF,2026-02-08T16:10:12.213307,5.64,171.804652,273193.45,Within 15 minutes,,2026-02-08T16:42:12.213307,2026-03-24 16:14:12
DSC_F551CF9EA587,TXN_CEA1F9D342F8,2025-09-10T18:17:12.213307,4.74,17.725173,8673.81,Within 1 hour,2025-09-10T19:08:14.965557,2025-09-10T18:52:12.213307,2026-03-24 16:14:12
DSC_1CB5F011BB02,TXN_05109A68164A,2025-09-23T01:49:12.213307,4.89,17.803178,12351.31,Within 1 hour,,2025-09-23T02:20:12.213307,2026-03-24 16:14:12
DSC_28AE6B0EF92C,TXN_6D70C2EDF469,2025-11-08T06:50:12.213307,2.17,17.787867,4189.75,Within 1 hour,2025-11-08T07:24:36.317634,2025-11-08T07:22:12.213307,2026-03-24 16:14:12
DSC_5B4A4D307475,TXN_EFF05F7480B3,2025-12-30T04:52:12.213307,3.49,83.016332,23393.17,Within 2 hours,2025-12-30T06:35:18.591422,2025-12-30T05:24:12.213307,2026-03-24 16:14:12
DSC_10DE8A349FB8,TXN_61FCED7DBC82,2026-02-11T02:16:12.213307,4.21,17.645484,31865.98,Within 1 hour,2026-02-11T03:30:13.918881,2026-02-11T02:56:12.213307,2026-03-24 16:14:12
DSC_9698A6E4F6A9,TXN_C603DB7B7F4A,2026-02-13T06:02:12.213307,4.74,167.0028,234306.6,Within 24 hours,2026-02-13T14:32:11.128330,2026-02-13T06:40:12.213307,2026-03-24 16:14:12
DSC_AD0FCD9707DC,TXN_55ECE8C3B575,2026-03-05T08:50:12.213307,5.66,58.157637,35681.46,Within 24 hours,2026-03-05T22:53:37.994206,2026-03-05T09:25:12.213307,2026-03-24 16:14:12
DSC_68708A0EDB55,TXN_18ECD5D3CD20,2026-01-18T23:43:12.213307,6.58,2075.590069,195001.69,Within 1 hour,,2026-01-19T00:15:12.213307,2026-03-24 16:14:12
DSC_E30CAA018645,TXN_05743F746438,2025-12-09T09:33:12.213307,4.78,171.580279,67288.64,Within 15 minutes,2025-12-09T09:57:01.175555,2025-12-09T10:10:12.213307,2026-03-24 16:14:12
DSC_45444F61AF20,TXN_D2C85C6E1562,2026-03-22T04:33:12.213307,4.98,2033.656113,3883734.09,Within 2 business days,2026-03-23T22:38:33.674358,2026-03-22T05:06:12.213307,2026-03-24 16:14:12
DSC_8FB6BF23100B,TXN_8837D30AAA2D,2026-03-22T09:03:12.213307,5.27,171.275559,146986.97,Within 24 hours,2026-03-23T02:31:49.996653,2026-03-22T09:42:12.213307,2026-03-24 16:14:12
DSC_86B49C8C088A,TXN_498ED8615FA1,2025-10-15T13:57:12.213307,3.37,168.01679,193609.11,Within 24 hours,2025-10-16T05:40:55.037491,2025-10-15T14:29:12.213307,2026-03-24 16:14:12
DSC_AB7F25246050,TXN_3BCC631B5F35,2025-11-03T12:56:12.213307,3.27,17.511512,32616.59,Within 1 hour,2025-11-03T13:49:57.150619,2025-11-03T13:35:12.213307,2026-03-24 16:14:12
DSC_9EF514A75AC3,TXN_DD8491875850,2025-07-05T21:05:12.213307,6.91,2018.247237,1531123.08,Within 2 business days,,2025-07-05T21:43:12.213307,2026-03-24 16:14:12
DSC_AB2E4C94B1D9,TXN_817162CA5CC0,2025-08-01T21:45:12.213307,5.32,2052.075232,387739.62,Within 1 hour,2025-08-01T23:01:30.238421,2025-08-01T22:19:12.213307,2026-03-24 16:14:12
DSC_75E94D390698,TXN_279E2922A11A,2025-05-11T21:18:12.213307,4.32,169.146067,172156.87,Within 15 minutes,,2025-05-11T21:50:12.213307,2026-03-24 16:14:12
DSC_B3BCDA576431,TXN_9A2A79793FBE,2025-11-04T23:05:12.213307,4.38,56.985185,34922.23,Within 24 hours,,2025-11-04T23:36:12.213307,2026-03-24 16:14:12
DSC_A38C7C0D2914,TXN_F7A52B0A5935,2025-11-18T01:26:12.213307,4.54,57.297785,10497.53,Within 30 minutes,2025-11-18T02:20:49.780952,2025-11-18T02:01:12.213307,2026-03-24 16:14:12
DSC_21B6AB68C000,TXN_DB0C03906D79,2025-11-08T21:30:12.213307,4.63,17.695339,15367.87,Within 4 hours,2025-11-09T01:02:01.692592,2025-11-08T22:05:12.213307,2026-03-24 16:14:12
DSC_D24D64ED5B0B,TXN_30C419B07B8C,2025-04-04T18:39:12.213307,4.67,17.580762,21375.57,Within 4 hours,2025-04-04T22:08:05.070634,2025-04-04T19:15:12.213307,2026-03-24 16:14:12
DSC_3CE68D0E1793,TXN_9F04348FB9B4,2025-09-08T17:34:12.213307,7.33,2014.449012,2394192.8,Within 1 hour,2025-09-08T18:16:02.002697,2025-09-08T18:09:12.213307,2026-03-24 16:14:12
DSC_B266C468B90C,TXN_B3E43ECE867B,2025-09-23T15:21:12.213307,5.28,56.768555,41934.93,Within 30 minutes,2025-09-23T15:54:42.099533,2025-09-23T15:56:12.213307,2026-03-24 16:14:12
DSC_CC903AE1C7DB,TXN_F85F3517BFCD,2025-12-27T08:43:12.213307,3.21,167.795927,256083.43,Within 24 hours,,2025-12-27T09:14:12.213307,2026-03-24 16:14:12
