violation_id,tx_id,rule_id,severity,disclosed_value,actual_value,delta,delta_pct,description,detected_at
VIO_AD6600D9A5E2,TXN_873CB623400B,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_100EAB54BD6D). Reg E violation.,2026-03-24 16:14:12
VIO_4DE8F4C1D0B7,TXN_7573D0A6C1F1,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_D293F1458488). Reg E violation.,2026-03-24 16:14:12
VIO_25FC92726256,TXN_4990EC206BAC,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_DA79C93C1B1C). Reg E violation.,2026-03-24 16:14:12
VIO_D8464EAFC70B,TXN_0F846E7B5D5C,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_BAC0AD4C6427). Reg E violation.,2026-03-24 16:14:12
VIO_DC4997DC5B19,TXN_E4F01E52E583,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_8EE76C9008B0). Reg E violation.,2026-03-24 16:14:12
VIO_2B6FB456F239,TXN_8647BE46CB97,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_1D7B004B0734). Reg E violation.,2026-03-24 16:14:12
VIO_BB70AF9C79BA,TXN_C404D52776B2,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_20B47658DF7B). Reg E violation.,2026-03-24 16:14:12
VIO_E47CBD137561,TXN_63FE3C82AE82,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_FD82A6EFE038). Reg E violation.,2026-03-24 16:14:12
VIO_35580ABDCE5A,TXN_9050C4EB0A5F,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_183390F1CF53). Reg E violation.,2026-03-24 16:14:12
VIO_F0558F0CCE55,TXN_EA82BC49A1D2,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_7C5E4AAC40E4). Reg E violation.,2026-03-24 16:14:12
VIO_927416868E95,TXN_9173F46DA9D7,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_086F72BC402B). Reg E violation.,2026-03-24 16:14:12
VIO_84D014B7B43C,TXN_4DFF0F56EEF7,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_C89AD93121D4). Reg E violation.,2026-03-24 16:14:12
VIO_2B4E49698C6C,TXN_6D174D221F65,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_06C130CAA0F9). Reg E violation.,2026-03-24 16:14:12
VIO_8BB07D567047,TXN_4418FB98AA86,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_29F690738C11). Reg E violation.,2026-03-24 16:14:12
VIO_5F8E46638290,TXN_E45F9EA4C92D,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_899AACF18DA4). Reg E violation.,2026-03-24 16:14:12
VIO_2F2191E6D578,TXN_56E09470568B,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_5A98FE22E9DC). Reg E violation.,2026-03-24 16:14:12
VIO_9B83EEDDB997,TXN_4B029E56FF27,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_AA276E507876). Reg E violation.,2026-03-24 16:14:12
VIO_691C01E2A681,TXN_8A184E5D7F58,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_6B730EC43C2B). Reg E violation.,2026-03-24 16:14:12
VIO_29E7C8C44A1C,TXN_3FF943A9B0D6,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_750439412B1D). Reg E violation.,2026-03-24 16:14:12
VIO_BB35C47EB722,TXN_433DA140F9A6,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_1810A2A04DBB). Reg E violation.,2026-03-24 16:14:12
VIO_FC11B3E80D2A,TXN_567586F2350A,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_B935F42E7599). Reg E violation.,2026-03-24 16:14:12
VIO_C4AE34297E0D,TXN_3443F237A612,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_79254942EF42). Reg E violation.,2026-03-24 16:14:12
VIO_EA8012C7D7A6,TXN_F16218D9D9E5,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_97288E1FDBF8). Reg E violation.,2026-03-24 16:14:12
VIO_F04AA409A88A,TXN_075F9D539F2B,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_BEC88B0B0FA8). Reg E violation.,2026-03-24 16:14:12
VIO_22013FD2BD88,TXN_DF73E9A86A61,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_4C76B91BCBE9). Reg E violation.,2026-03-24 16:14:12
VIO_E82E32385965,TXN_5581AA635DE9,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_3FA79FAA0658). Reg E violation.,2026-03-24 16:14:12
VIO_BF12478B893F,TXN_42B0E88A9797,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_FAA350E92449). Reg E violation.,2026-03-24 16:14:12
VIO_EEFBD4C9AD07,TXN_82A80E7420BB,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_E1EE3B75733F). Reg E violation.,2026-03-24 16:14:12
VIO_8C017B8F9DC2,TXN_85C5408A4446,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_D9150389C2A1). Reg E violation.,2026-03-24 16:14:12
VIO_0BD373CB6E9F,TXN_4AF01B282750,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_C59619F710F6). Reg E violation.,2026-03-24 16:14:12
VIO_58B22CE90558,TXN_8D3AA6EA59F8,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_97BE052B706D). Reg E violation.,2026-03-24 16:14:12
VIO_224DA7104E4B,TXN_AE431A784A99,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_2974BD3E1D03). Reg E violation.,2026-03-24 16:14:12
VIO_5AFF82531700,TXN_44E51957343F,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_B2FC5A84D4D8). Reg E violation.,2026-03-24 16:14:12
VIO_32CD2AD54DC6,TXN_A2FAD7BBEEB6,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_D5468B13BACA). Reg E violation.,2026-03-24 16:14:12
VIO_B36FBD46C6B3,TXN_2EE4AF6CCAC6,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_C6D31CCD2DF1). Reg E violation.,2026-03-24 16:14:12
VIO_CCDE90771817,TXN_DB51EE59FBF8,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_976ECEF90CC3). Reg E violation.,2026-03-24 16:14:12
VIO_6616F15522B1,TXN_BF8B5D88A9EF,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_D6160809880B). Reg E violation.,2026-03-24 16:14:12
VIO_79E872E0368C,TXN_BC28A68D75DB,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_D9F8153DF21B). Reg E violation.,2026-03-24 16:14:12
VIO_A0C0D96D37E7,TXN_313EA78217BF,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_40C19318616F). Reg E violation.,2026-03-24 16:14:12
VIO_493285DB2FE1,TXN_DF36CBA2AA09,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_3611F6D91E2D). Reg E violation.,2026-03-24 16:14:12
VIO_E1BD02782CFC,TXN_CD1931DBA3DB,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_6C08A81E6A78). Reg E violation.,2026-03-24 16:14:12
VIO_74B6EF0AA827,TXN_840BD15CBE56,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_1896C26B58EA). Reg E violation.,2026-03-24 16:14:12
VIO_E540511C5795,TXN_76876B959156,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_7304BCA3EF39). Reg E violation.,2026-03-24 16:14:12
VIO_9F0079623BE2,TXN_27DD8DBCEFCF,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_42FBB69E1BF8). Reg E violation.,2026-03-24 16:14:12
VIO_67DD301C43F9,TXN_94527998B173,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_2ED64D1B8FBC). Reg E violation.,2026-03-24 16:14:12
VIO_0C98CC0511A9,TXN_912EA50EB576,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_53B08CB79330). Reg E violation.,2026-03-24 16:14:12
VIO_3CFAB5B889E7,TXN_4443E694C94B,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_272B764E6102). Reg E violation.,2026-03-24 16:14:12
VIO_85241C94450B,TXN_990D24A45E22,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_5F1294555D51). Reg E violation.,2026-03-24 16:14:12
VIO_3D70302AECAE,TXN_5586712A8D17,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_B37CC7595ECC). Reg E violation.,2026-03-24 16:14:12
VIO_1F0E962DCD75,TXN_A8BED4B27827,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_BFB6262B6D61). Reg E violation.,2026-03-24 16:14:12
VIO_EADFF7D9FAE8,TXN_804931A779F2,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_AA23E052D722). Reg E violation.,2026-03-24 16:14:12
VIO_AA08D2DBFA95,TXN_1AC7C1A39596,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_50D9E3B17AFB). Reg E violation.,2026-03-24 16:14:12
VIO_581496691965,TXN_6A2C814067AD,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_A5455BD0EABA). Reg E violation.,2026-03-24 16:14:12
VIO_F5468262636F,TXN_9BF286981740,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_ABF043A93F07). Reg E violation.,2026-03-24 16:14:12
VIO_EF83606C917D,TXN_8CDC8D3C20BF,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_3750FACBFF08). Reg E violation.,2026-03-24 16:14:12
VIO_02AD24680767,TXN_45F17671FCC7,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_C47BB5F84574). Reg E violation.,2026-03-24 16:14:12
VIO_C9F032FEAC4F,TXN_A6E72D713F31,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_9AF41CDA1133). Reg E violation.,2026-03-24 16:14:12
VIO_16E832D13891,TXN_144969075DDB,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_A5A9E37BE82B). Reg E violation.,2026-03-24 16:14:12
VIO_9BBC3337C094,TXN_F2A84CA5ABB0,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_3782796A77E2). Reg E violation.,2026-03-24 16:14:12
VIO_CE3911D9766A,TXN_5B87527E96D4,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_20587C230CD2). Reg E violation.,2026-03-24 16:14:12
VIO_C9F0F435B495,TXN_596BB66F38E4,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_6E75111D1514). Reg E violation.,2026-03-24 16:14:12
VIO_9C6E8BEE43E1,TXN_AC7A2DCFF0D6,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_F40805DFFB63). Reg E violation.,2026-03-24 16:14:12
VIO_313CE61A1EB4,TXN_18BF9D68470B,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_A847C9B665ED). Reg E violation.,2026-03-24 16:14:12
VIO_1C8812CCB2D3,TXN_6BFE37A79338,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_EB23A5E7BC3A). Reg E violation.,2026-03-24 16:14:12
VIO_74DD6B82DD51,TXN_152FAED69AD9,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_E8A894F13AD0). Reg E violation.,2026-03-24 16:14:12
VIO_3AFF1FE14808,TXN_CC9B86A4FBF6,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_D68333C01790). Reg E violation.,2026-03-24 16:14:12
VIO_4411F6DFF84F,TXN_46EE6FB8D392,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_83BECD0757C5). Reg E violation.,2026-03-24 16:14:12
VIO_19928F38FC1E,TXN_375B1D744919,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_4021DA38884E). Reg E violation.,2026-03-24 16:14:12
VIO_9C19E0A07A36,TXN_13B895B95C4D,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_05761297721B). Reg E violation.,2026-03-24 16:14:12
VIO_7C62AF20F276,TXN_7FAADB93DE89,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_1546886BF275). Reg E violation.,2026-03-24 16:14:12
VIO_9FA9C16C2F68,TXN_25A25495C375,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_A966E2CBF601). Reg E violation.,2026-03-24 16:14:12
VIO_3F2408BF9743,TXN_2EE9C1BB543C,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_392ABDFEA801). Reg E violation.,2026-03-24 16:14:12
VIO_9C281E9A0161,TXN_A3578CCF49D2,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_A7CC3C7F2F3A). Reg E violation.,2026-03-24 16:14:12
VIO_CB38E571258A,TXN_B739D1FDCFCA,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_A1AB1E4ABFCA). Reg E violation.,2026-03-24 16:14:12
VIO_3130EF1B1C72,TXN_7F1948A37311,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_EE64CDDAE6A8). Reg E violation.,2026-03-24 16:14:12
VIO_CD124C362677,TXN_EEF5837ADBE7,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_D2126B454780). Reg E violation.,2026-03-24 16:14:12
VIO_14D1C976D223,TXN_9380B0B996B6,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_05F9F900C64C). Reg E violation.,2026-03-24 16:14:12
VIO_23D618D12956,TXN_AD97AC0F67CE,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_85B403077F1F). Reg E violation.,2026-03-24 16:14:12
VIO_201951D934AB,TXN_60EAE5B5BA85,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_E88397878853). Reg E violation.,2026-03-24 16:14:12
VIO_A08303C5EBA8,TXN_DC4E6273B93C,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_ADAC2A70C72A). Reg E violation.,2026-03-24 16:14:12
VIO_A075C19CADAC,TXN_8ACE69C4EC95,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_72A6EDC183D1). Reg E violation.,2026-03-24 16:14:12
VIO_A15589D28B07,TXN_FCE9EF0C77EF,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_05D9B4921A33). Reg E violation.,2026-03-24 16:14:12
VIO_BCEB5E1EC9B6,TXN_44DC5390416E,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_4FDE3FC19E61). Reg E violation.,2026-03-24 16:14:12
VIO_6B65B506013E,TXN_5AA5CBD3CFE7,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_936B013B41C5). Reg E violation.,2026-03-24 16:14:12
VIO_D7FFB8BB96DD,TXN_86D1E21DDAD1,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_73BDF3FE2DEB). Reg E violation.,2026-03-24 16:14:12
VIO_D54BC4B535B1,TXN_FF63F7991927,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_FF1E514FBF37). Reg E violation.,2026-03-24 16:14:12
VIO_E8ACA1EF680F,TXN_789825BEEB45,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_486B209CF9E2). Reg E violation.,2026-03-24 16:14:12
VIO_2BAB1C26702B,TXN_86E067E04A3D,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_0A8FE4CE9330). Reg E violation.,2026-03-24 16:14:12
VIO_F872E3618289,TXN_E5AE1E141F1F,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_231F266ED06D). Reg E violation.,2026-03-24 16:14:12
VIO_40110A7EE982,TXN_D626C74F08C2,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_9F1BDF302D93). Reg E violation.,2026-03-24 16:14:12
VIO_81A54589E770,TXN_B76CFC50F94A,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_31D4AC22052D). Reg E violation.,2026-03-24 16:14:12
VIO_A82EDCE53039,TXN_ACFE59C1B125,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_881925EFCA60). Reg E violation.,2026-03-24 16:14:12
VIO_756BC8B53B00,TXN_0EC7B5243787,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_A379202AED24). Reg E violation.,2026-03-24 16:14:12
VIO_417ECD8A9675,TXN_8F7F9690640A,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_DD3B9E844ECF). Reg E violation.,2026-03-24 16:14:12
VIO_6220BBF8F4F0,TXN_E308F104C97E,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_3558EA3846EA). Reg E violation.,2026-03-24 16:14:12
VIO_12D81393F94F,TXN_AAC31D173663,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_E507E54D4CB8). Reg E violation.,2026-03-24 16:14:12
VIO_728FE54AFB97,TXN_D8376B803B71,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_BD0386C43817). Reg E violation.,2026-03-24 16:14:12
VIO_11210698118D,TXN_A921F84A367F,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_CD6405126469). Reg E violation.,2026-03-24 16:14:12
VIO_432B3F809C28,TXN_CAAE1D58EEFA,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_BA37ACF4DC26). Reg E violation.,2026-03-24 16:14:12
VIO_83D3FB8B249E,TXN_B83321F2E221,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_FC085A1F365B). Reg E violation.,2026-03-24 16:14:12
VIO_D4914E770D97,TXN_B8EA9D172B8A,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_014DE2F41C2F). Reg E violation.,2026-03-24 16:14:12
VIO_FFC50E3B91E4,TXN_012230ACA1AF,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_A8BF6DDE71F0). Reg E violation.,2026-03-24 16:14:12
VIO_55816BD0AB4E,TXN_9246270F35A6,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_AEE37A948128). Reg E violation.,2026-03-24 16:14:12
VIO_F058E06F61F1,TXN_7C7DD5102F45,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_5B28C1BCBC8C). Reg E violation.,2026-03-24 16:14:12
VIO_D5EA314238AB,TXN_E6E9A16A3FCD,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_44F762218535). Reg E violation.,2026-03-24 16:14:12
VIO_A0F5AE1ECFF4,TXN_CECBECD1D255,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_854D79FA651A). Reg E violation.,2026-03-24 16:14:12
VIO_DCEE6DC0C183,TXN_7D77597ABD7E,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_C27131FA18CC). Reg E violation.,2026-03-24 16:14:12
VIO_CB723FA4A24F,TXN_3360C9C22FDA,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_3B20252A7AFC). Reg E violation.,2026-03-24 16:14:12
VIO_3058F49865D4,TXN_C246576EF286,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_149D31BF8609). Reg E violation.,2026-03-24 16:14:12
VIO_8C56C73F0754,TXN_43D5B71C467C,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_548EE8E9DBD9). Reg E violation.,2026-03-24 16:14:12
VIO_634009C934AA,TXN_4D0BECD6F022,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_20CD266A8817). Reg E violation.,2026-03-24 16:14:12
VIO_91C97D40BF0A,TXN_53AB43D72F55,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_BB22F52630B9). Reg E violation.,2026-03-24 16:14:12
VIO_7F9611F0BB1A,TXN_4A60708816BA,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_E2387A8FA654). Reg E violation.,2026-03-24 16:14:12
VIO_D6FD9B79A5E5,TXN_8D844E5370E7,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_2472F0EA41CB). Reg E violation.,2026-03-24 16:14:12
VIO_D669E9DDB5E9,TXN_F5D713EBD2EB,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_2C9681A7277C). Reg E violation.,2026-03-24 16:14:12
VIO_B9F5A05B86E3,TXN_02DCC8C1810B,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_4E3832895475). Reg E violation.,2026-03-24 16:14:12
VIO_55C814251EC6,TXN_AA526EE5A712,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_E04864981525). Reg E violation.,2026-03-24 16:14:12
VIO_3E53F1B97496,TXN_CD610AED80D4,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_CC6A0FE0E103). Reg E violation.,2026-03-24 16:14:12
VIO_DF17020F1893,TXN_5BE274AFFA3D,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_DF9D1F775904). Reg E violation.,2026-03-24 16:14:12
VIO_35CC9BAE1CE5,TXN_0F7D04EE1F89,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_0F7D4C1B09EC). Reg E violation.,2026-03-24 16:14:12
VIO_75D4E0CC6C04,TXN_871F011A8350,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_CF8BDF659346). Reg E violation.,2026-03-24 16:14:12
VIO_962508EC3A30,TXN_4A4EA415FF03,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_44FA95A631C2). Reg E violation.,2026-03-24 16:14:12
VIO_8BDBA4B80131,TXN_D02554EDC009,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_1865F74AFD72). Reg E violation.,2026-03-24 16:14:12
VIO_BB3CEDAB6BA2,TXN_89464BE486C4,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_E052CAB9C9AD). Reg E violation.,2026-03-24 16:14:12
VIO_B5335F54CBE3,TXN_98B6197427E4,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_981D1BDE3CAD). Reg E violation.,2026-03-24 16:14:12
VIO_6FEA9A76D36E,TXN_9C2B0BF50038,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_71A37970A1BD). Reg E violation.,2026-03-24 16:14:12
VIO_FE42816D8AC9,TXN_8710E32ACEC5,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_8EC04725D671). Reg E violation.,2026-03-24 16:14:12
VIO_BA823D9CDF5A,TXN_E90C2BF98802,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_5BB9B47145B0). Reg E violation.,2026-03-24 16:14:12
VIO_667A1C79CC37,TXN_05CE41C31629,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_DA96B3B2FE25). Reg E violation.,2026-03-24 16:14:12
VIO_07EF7BA20BA8,TXN_2915314022FF,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_563CB390A0D1). Reg E violation.,2026-03-24 16:14:12
VIO_F7354EC4C958,TXN_71C9D83DF8C5,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_2913FBA57899). Reg E violation.,2026-03-24 16:14:12
VIO_E39421FEC07E,TXN_A04D055C65D9,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_CB49AA898AD5). Reg E violation.,2026-03-24 16:14:12
VIO_CD5CED912E07,TXN_ECB27C1DF35C,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_ABAA9C6B5B6B). Reg E violation.,2026-03-24 16:14:12
VIO_62FFA63457C9,TXN_DC11F277D678,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_865B9244D878). Reg E violation.,2026-03-24 16:14:12
VIO_4C9B3539B61F,TXN_A6E2FB1A7835,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_4D20001E9599). Reg E violation.,2026-03-24 16:14:12
VIO_E9ADA130DF27,TXN_8953E8C4A059,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_9CD5F865BD36). Reg E violation.,2026-03-24 16:14:12
VIO_1DD35E08F938,TXN_3B0E87DA049E,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_01C2D6FF8E91). Reg E violation.,2026-03-24 16:14:12
VIO_6427883A563F,TXN_A2B4A3AE7D02,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_A9283AD0531E). Reg E violation.,2026-03-24 16:14:12
VIO_4DDEF592A20F,TXN_06955CD8EEB1,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_B1C7A3241874). Reg E violation.,2026-03-24 16:14:12
VIO_0F131715F11C,TXN_C9645D018205,R4,critical,receipt_required,receipt_missing,,,No receipt sent for completed transaction (disclosure DSC_4368C3F6BBAA). Reg E violation.,2026-03-24 16:14:12
